target,n,r2,rmse,mae,k_features
pH值,202,0.3722561054316731,0.5567268715814224,0.4377546368022956,57
全碳(g/kg),202,0.4191602300706516,10.604228235432194,7.664082296768037,52
有机碳(g/kg),202,0.3360437170059005,8.593705792764094,6.2932809452019125,41
容重(g/cm3),202,0.056452095760515575,0.16876413358941683,0.12922565306963776,18
N(g/kg),202,0.37197094972503786,0.8228608435014344,0.6073753904588152,62
